channel_type,country,date,e_m_earnings,e_y_earnings,grade,sub_change,sub_last30,subs,uploads,video_view,view_change,view_last30,youtuber
Games,US,"Aug 28th, 2014",$11.3K - $180.2K,$135.2K - $2.2M,A-,7,61662,1157653,3436,580775271,33,45055800,Video Game News
Games,RU,"Mar 5th, 2011",$13K - $208.5K,$156.4K - $2.5M,A-,25,206381,2349034,1452,762053337,36,52128600,Скорти
Games,DK,"Oct 5th, 2011",$9.1K - $145.6K,$109.2K - $1.7M,A-,270,228707,2601235,163,95623949,124,36406500,SYBO TV
Games,US,"Sep 22nd, 2014",$15.2K - $243.3K,$182.5K - $2.9M,A-,15,185480,3778487,681,1009427220,7,60817800,InquisitorMaster - My Gameplays are Kinda…
Games,KR,"Jul 22nd, 2015",$11.3K - $180.6K,$135.5K - $2.2M,A-,52,70962,1207195,854,612860615,77,0,김재원의 즐거운게임 세상
Games,JP,"Jul 22nd, 2013",$13.8K - $221.5K,$166.1K - $2.7M,A-,75,74663,2404223,2218,2074359656,52,55367400,ポッキー / PockySweets
Games,US,"Oct 3rd, 2016",$10.3K - $165K,$123.7K - $2M,A-,30,125729,615898,240,182030282,45,41243100,VilCool Show
Games,US,"Aug 3rd, 2010",$13K - $208.1K,$156.1K - $2.5M,A-,32,18550,493803,31559,1786904780,22,52026900,BrawlBRSTMs3 X
Games,US,"Apr 7th, 2015",$14.4K - $230.5K,$172.9K - $2.8M,A-,44,135834,1617885,10304,903342799,59,57631800,TapGameplay
Games,US,"May 26th, 2007",$7.6K - $121.6K,$91.2K - $1.5M,A-,77,32780,968851,4507,494638304,190,30391200,Maximilian Dood
Games,US,"Dec 2nd, 2015",$13.9K - $223.1K,$167.4K - $2.7M,A-,,0,0,113,218835615,18,55786200,Candy Land
Games,BR,"Jan 30th, 2012",$15K - $239.6K,$179.7K - $2.9M,A-,5,164411,5452065,2892,1585810872,28,59888700,MoonKase
Games,BR,"May 13th, 2015",$13.6K - $218.3K,$163.8K - $2.6M,A-,83,888149,4193170,316,255307173,123,54586200,Piuzinho
Games,AR,"Sep 8th, 2014",$14.4K - $230.2K,$172.7K - $2.8M,A-,3,176448,4257668,2604,1655728194,24,57554100,Lyna
Games,IT,"Sep 29th, 2015",$15.1K - $242.2K,$181.7K - $2.9M,A-,21,82655,1527550,1477,880528681,33,60552000,Two Players One Console
Games,GB,"Sep 13th, 2006",$13.8K - $221.3K,$166K - $2.7M,A-,-5,164648,15873332,3052,4253523204,-7,55335900,Ali-A
Games,RU,"Jul 14th, 2016",$15.2K - $243.7K,$182.8K - $2.9M,A-,42,163858,2927857,861,1053644440,35,60921900,ЕвгенБро
Games,BR,"Aug 30th, 2012",$13.7K - $219.9K,$164.9K - $2.6M,A-,50,299505,7569661,3250,1541309196,51,54966600,Jazzghost
Games,DE,"Oct 24th, 2010",$14.9K - $238K,$178.5K - $2.9M,A-,-5,71583,1537766,1291,1295948985,8,59509200,ProsafiaGaming
Games,VN,"May 25th, 2016",$7.4K - $118.7K,$89K - $1.4M,A-,-57,47,9029,42,31319789,811,29667720,Entertaiment for all
Games,US,"Jul 10th, 2012",$16.2K - $259.2K,$194.4K - $3.1M,A-,255,58494,4975909,6533,4601803103,25,0,GameGrumps
Games,BR,"Dec 14th, 2016",$15.3K - $244.2K,$183.1K - $2.9M,A-,20,658788,3599727,699,303215017,34,61048500,Belgas TV
Games,RU,"Dec 23rd, 2012",$17K - $272K,$204K - $3.3M,A-,53,250145,6277463,4855,2357101088,32,68005500,Kuplinov ► Play
Games,US,"Mar 10th, 2016",$16.5K - $263.5K,$197.6K - $3.2M,A-,27,192387,6873246,1815,2595886168,29,65876100,Denis
Games,JP,"Aug 17th, 2013",$15.2K - $243.4K,$182.5K - $2.9M,A-,2,45563,4075076,1402,3690584290,11,60839700,HikakinGames
Games,US,"Oct 26th, 2014",$14.1K - $226.2K,$169.7K - $2.7M,A-,12,439551,5630581,373,737009969,12,56552700,Ceeday
Games,IT,"Mar 27th, 2012",$13.1K - $209.4K,$157K - $2.5M,A-,97,112833,1660284,100,1018192961,82,52340700,Antonio Palmucci
Games,US,"Dec 20th, 2013",$0 - $0,$0 - $0,A-,6,499136,4147517,170,356230388,-178,-35634000,Fe4RLess
Games,US,"May 24th, 2015",$15K - $239.9K,$180K - $2.9M,A-,,0,0,15,74839194,838,59985000,Din Rainbow
Games,US,"Feb 8th, 2007",$16.8K - $268K,$201K - $3.2M,A-,9,69303,3257274,7671,4280826451,24,67002300,packattack04082
Games,US,"Jul 4th, 2012",$17.5K - $280K,$210K - $3.4M,A-,81,329092,8268444,3555,2776050911,48,70008300,Preston
Games,IT,"May 4th, 2011",$15.6K - $249.1K,$186.8K - $3M,A-,41,57140,1036600,2135,731309100,56,62264400,SpJockey
Games,MA,"Nov 10th, 2014",$10.6K - $169.9K,$127.4K - $2M,A-,253,17002,640482,509,50313049,692,42478200,SkowZa
Games,MX,"Nov 25th, 2014",$16.4K - $263.1K,$197.4K - $3.2M,A-,43,424199,3339800,652,656390804,9,65787300,DED
Games,PL,"Aug 27th, 2012",$17K - $271.9K,$203.9K - $3.3M,A-,46,79993,1516110,1046,935326705,34,67979400,Vito Minecraft
Games,RU,"Jul 25th, 2013",$18.9K - $302.6K,$227K - $3.6M,A,15,143460,2005083,746,1031606666,20,75660000,DakPlay
Games,US,"May 8th, 2015",$18.8K - $301.1K,$225.8K - $3.6M,A,16,156315,4044795,1450,1915716224,15,75274500,GamingWithKev
Games,VE,"Feb 17th, 2015",$19.1K - $305K,$228.7K - $3.7M,A,31,891426,4229819,694,432458977,31,76239000,TheDonato
Games,IN,"Aug 6th, 2014",$17.1K - $273.6K,$205.2K - $3.3M,A,,0,0,114,237075364,14,68404800,Sony Music South
Games,IT,"Apr 16th, 2012",$20.4K - $325.7K,$244.3K - $3.9M,A,34,87739,2015060,2667,1369187947,29,81428400,WhenGamersFail ► Lyon
Games,US,"Jul 8th, 2016",$16.8K - $269.5K,$202.1K - $3.2M,A,21,426060,2753456,1261,575834167,26,67365600,Sub
Games,FR,"Jan 24th, 2013",$200 - $3.2K,$2.4K - $38.5K,A,-105,-375,186782,800,49580783,-66,801090,SnS__7
Games,TH,"Mar 12th, 2014",$21.7K - $347K,$260.2K - $4.2M,A,7,254831,8120976,1473,3074604261,5,86747400,zbing z.
Games,,"Dec 16th, 2015",$11.4K - $183.1K,$137.3K - $2.2M,A,27,8142,76434,16,54829110,-255,45767100,Romance Video Clips
Games,ES,"Aug 9th, 2009",$21.5K - $343.4K,$257.6K - $4.1M,A,8,328839,13884646,4608,3297107389,15,85852800,Willyrex
Games,US,"Dec 4th, 2011",$27.5K - $440.6K,$330.4K - $5.3M,A,,0,18131,53,117039336,1,110140500,Ly LY ToysReview
Games,RU,"Sep 1st, 2015",$23K - $368.7K,$276.5K - $4.4M,A,13,231817,1762629,271,603760004,36,92178300,HomeAnimations - Мультики про…
Games,GB,"Jan 26th, 2011",$18K - $288.1K,$216.1K - $3.5M,A,-29,1112411,5969085,812,831231287,2,72032400,KSIOlajidebtHD
Games,US,"Jan 30th, 2017",$23.2K - $370.4K,$277.8K - $4.4M,A,95,315647,2441120,102,720850802,76,92601600,Senya ToysReview
Games,GB,"May 12th, 2011",$25.3K - $405.4K,$304.1K - $4.9M,A,9,306631,8980081,3548,2257238420,3,101361600,BCC Trolling
Games,BR,"Oct 8th, 2014",$26.2K - $419.3K,$314.5K - $5M,A,2,247573,5861091,2093,1672904521,15,104835900,JP Plays
Games,ES,"Jan 30th, 2012",$25K - $399.6K,$299.7K - $4.8M,A,6,369235,9312356,2355,2292064173,-1,99900300,TheGrefg
Games,SV,"May 2nd, 2011",$4.1K - $65.2K,$48.9K - $781.9K,A,21,618015,31706624,534,6717124713,-103,16288890,Fernanfloo
Games,US,"Apr 2nd, 2008",$29.7K - $475.7K,$356.8K - $5.7M,A,93,294235,9773231,3818,3700868028,92,118920900,Kwebbelkop
Games,US,"Apr 17th, 2012",$31.9K - $510.3K,$382.7K - $6.1M,A,36,192301,16142259,4352,12495978911,11,127576800,PopularMMOs
Games,US,"Mar 4th, 2016",$33.4K - $534.2K,$400.6K - $6.4M,A,-22,489805,4378793,434,1216697233,-9,133549500,Hong Giang DIY Slime
Games,US,"Sep 19th, 2006",$24.8K - $397.1K,$297.9K - $4.8M,A,-10,177742,11526920,131328,8572029607,-9,99284700,IGN
Games,BR,"Sep 21st, 2015",$26.9K - $430.2K,$322.7K - $5.2M,A,18,157364,3747598,1338,2134955621,30,107552400,Julia MineGirl
Games,BR,"Oct 7th, 2011",$27.5K - $440.6K,$330.4K - $5.3M,A,18,305434,16310010,3559,6500291083,43,110148600,AuthenticGames
Games,US,"Nov 28th, 2009",$31.4K - $503K,$377.3K - $6M,A,2,307111,10499366,2045,4225964419,26,125759700,SSundee
Games,ES,"Mar 2nd, 2008",$30.5K - $487.8K,$365.9K - $5.9M,A,15,441737,25618709,4993,9948380175,11,121959300,VEGETTA777
Games,CA,"Sep 15th, 2011",$35K - $559.5K,$419.7K - $6.7M,A,24,145708,24167815,933,10442485051,20,139885800,VanossGaming
Games,TR,"Oct 5th, 2014",$15.6K - $248.9K,$186.7K - $3M,A,237,114183,116052,62,62492421,-207,62230500,Wendy Candy Show
Games,AU,"Mar 19th, 2013",$34.5K - $552.6K,$414.4K - $6.6M,A,27,578957,10233030,3108,2498031481,8,138143400,Lachlan
Games,CA,"May 8th, 2015",$36.3K - $580.1K,$435.1K - $7M,A,99,506104,6826708,992,1879249923,57,145028400,AzzyLand
Games,TR,"Nov 18th, 2012",$34.2K - $547.6K,$410.7K - $6.6M,A,107,394941,9408508,1735,4214610171,49,136911600,Enes Batur
Games,VN,"Oct 28th, 2014",$45.2K - $723.5K,$542.6K - $8.7M,A,33,491029,2774644,379,1113600302,49,180876000,iGAMING TV
Games,GB,"Jul 14th, 2012",$40.6K - $649.1K,$486.9K - $7.8M,A,50,205817,21014083,3027,14222701641,31,162283500,DanTDM
Games,AU,"Jan 4th, 2015",$46.3K - $740.5K,$555.3K - $8.9M,A,10,686036,8151949,1020,1972150255,19,185113800,LazarBeam
Games,US,"Feb 20th, 2012",$42.6K - $681.4K,$511K - $8.2M,A,-49,961208,14152128,704,1767655370,-27,170341500,MrBeast
Games,BR,"Feb 12th, 2012",$50.1K - $801.6K,$601.2K - $9.6M,A,32,746625,22119894,7063,7580475754,18,200399700,rezendeevil
Games,US,"May 27th, 2014",$65.8K - $1.1M,$790K - $12.6M,A,29,537265,10704655,3183,4093272068,57,263344800,Jelly
Games,US,"May 24th, 2013",$80.6K - $1.3M,$967.2K - $15.5M,A,21,468146,9883437,1206,9749836143,29,322386000,FGTeeV
Howto,DZ,"Feb 7th, 2017",$2.7K - $43.9K,$32.9K - $526.7K,B,7,84819,1007284,858,118705065,15,10973430,مطبخ و تدابير دداح
Howto,NL,"Jun 23rd, 2008",$3.7K - $59.7K,$44.7K - $715.8K,B,-4,145826,11581058,704,992242971,-32,14912640,NikkieTutorials
Howto,IN,"Oct 23rd, 2016",$2.4K - $39K,$29.3K - $468.2K,B,-18,102926,809387,253,63163403,12,9754680,info hub
Howto,US,"Feb 27th, 2016",$2.7K - $42.6K,$31.9K - $510.8K,B,-28,45933,718887,190,153299630,-19,10641900,TQT HACKS
Howto,NL,"Feb 21st, 2009",$2.5K - $40.5K,$30.4K - $486.6K,B,38,24255,238453,569,120412299,30,10137180,seru2112
Howto,US,"Dec 16th, 2012",$2.7K - $43.5K,$32.7K - $522.6K,B,-2,84595,2067814,788,278209276,3,10887390,360Jeezy
Howto,US,"Mar 9th, 2009",$2.8K - $44.7K,$33.5K - $536.7K,B,27,88414,1542332,735,365477742,28,11182230,Panlasang Pinoy
Howto,IN,"Mar 28th, 2007",$2.8K - $44K,$33K - $528.2K,B,14,140069,2298631,1369,273977139,26,11004990,Sadhguru
Howto,JP,"Jul 29th, 2014",$2.3K - $37K,$27.8K - $444.2K,B,43,13096,341817,2074,154467099,51,9253320,ココロマン（fam）普段のようす
Howto,RU,"Jul 17th, 2009",$2.4K - $39.1K,$29.3K - $468.7K,B,-19,-386,109755,235,194693268,92,9763890,Garnier Russia
Howto,US,"Aug 23rd, 2015",$2.3K - $36.3K,$27.2K - $435.3K,B,146,53820,466267,176,82372946,177,9068430,Beauty Freak
Howto,IN,"Mar 1st, 2011",$2.4K - $38.2K,$28.6K - $457.9K,B,-98,1267,547254,1198,421775216,-44,9539550,Myntra
Howto,US,"May 18th, 2014",$3.2K - $50.6K,$38K - $607.7K,B,65,43378,516136,608,165992527,59,12659940,Empressive
Howto,NZ,"Jul 31st, 2013",$2.5K - $40.5K,$30.4K - $486.2K,B,39,85543,1201775,161,146877053,51,10128990,Living Big In A Tiny House
Howto,US,"May 20th, 2016",$1.9K - $29.7K,$22.3K - $357K,B,127,66303,953124,392,105294456,150,7436850,PEINÓPOLIS (Trenzas y Peinados)
Howto,DO,"Jul 8th, 2016",$3.6K - $57.6K,$43.2K - $691.4K,B,20,281723,1742581,408,94333833,19,14404500,Salud y Algo Más
Howto,IN,"Jul 21st, 2016",$2.8K - $45.3K,$33.9K - $543.1K,B,11,153983,2212471,310,152128883,22,11315550,That GlamGirl
Howto,,"Jun 21st, 2016",$3.8K - $60.8K,$45.6K - $729.1K,B,51,105533,1054749,144,152285118,21,15189990,Black Beard Projects
Howto,,"Dec 13th, 2017",$2.2K - $35.8K,$26.8K - $429.1K,B+,-78,10803,167109,55,57254739,83,8940390,Oye It's Trend
Howto,US,"Jul 25th, 2011",$3.9K - $63.2K,$47.4K - $757.9K,B+,53,74224,9565607,263,938455575,41,15788850,MyLifeAsEva
Howto,,"Aug 18th, 2012",$3.4K - $54.3K,$40.7K - $651.7K,B+,,0,0,206,103017995,-33,13577970,angkana maihom
Howto,JP,"Sep 28th, 2012",$2.8K - $44.4K,$33.3K - $532.4K,B+,30,25919,342255,621,113182539,30,11091030,minicuteclub
Howto,US,"Sep 17th, 2016",$2.4K - $38.1K,$28.6K - $457.6K,B+,-20,29226,313720,589,109321289,-18,9532650,e-aktivite
Howto,US,"Jul 5th, 2014",$2.6K - $42.4K,$31.8K - $508.8K,B+,46,102579,218224,137,18789847,74,10599330,Zach Choi ASMR
Howto,FR,"Nov 5th, 2010",$3.1K - $49.6K,$37.2K - $595K,B+,98,1913,362482,1088,291524236,137,12396840,Orange Maroc
Howto,AE,"Nov 14th, 2016",$1.9K - $30.3K,$22.7K - $363.8K,B+,173,21996,295427,22,54022743,190,7578360,Joudii
Howto,US,"Oct 3rd, 2016",$2.8K - $45K,$33.8K - $540K,B+,66,105664,939950,276,99183420,68,11250150,Natural Home Remedies
Howto,US,"Feb 25th, 2018",$2.5K - $40.8K,$30.6K - $489.3K,B+,81,83790,350982,19,33663270,185,10194060,The S
Howto,US,"Oct 13th, 2011",$2.8K - $44.8K,$33.6K - $537.9K,B+,4,73788,2688963,243,269318797,-6,11207070,Amber Scholl
Howto,US,"Jan 26th, 2014",$3.2K - $50.9K,$38.2K - $610.6K,B+,33,262144,2663660,28,89585805,49,12721080,Antonio Garza
Howto,JP,"Dec 20th, 2011",$3.3K - $53.2K,$39.9K - $638.7K,B+,-2,25216,553321,341,168536743,9,13307160,えっちゃんねる/悦子
Howto,VN,"Sep 14th, 2012",$3.2K - $51.2K,$38.4K - $614.1K,B+,439,27562,224294,179,110425675,79,12793800,Knorr Viet Nam
Howto,,"Dec 14th, 2015",$3.2K - $51.3K,$38.5K - $616K,B+,49,84867,780438,241,92623761,34,12832890,goonzquad
Howto,US,"Jul 25th, 2016",$3.2K - $51.2K,$38.4K - $614K,B+,-1,31609,1481342,170,380170819,13,12791640,Will It Slime?
Howto,EG,"Aug 6th, 2016",$3K - $48.7K,$36.5K - $584.8K,B+,23,85414,1898226,1032,304552857,188,12182370,من اجل حياة افضل
Howto,CO,"Sep 29th, 2014",$2.9K - $45.9K,$34.4K - $551.1K,B+,-5,100556,2502601,315,281770203,4,11481780,Team Mechaz
Howto,JP,"Dec 16th, 2008",$3.5K - $56.6K,$42.5K - $679.2K,B+,46,40530,275027,1975,160352294,55,14150430,SoraNews24
Howto,PL,"Jul 29th, 2016",$3.3K - $53.6K,$40.2K - $642.6K,B+,14,81809,881916,156,87755570,23,13387830,Dominik Łupicki
Howto,BR,"Feb 19th, 2018",$4K - $64.6K,$48.4K - $775.2K,B+,9,103246,749693,997,90008362,34,16149120,Ideias Incríveis KIDS
Howto,MX,"Feb 14th, 2018",$3.5K - $55.5K,$41.7K - $666.6K,B+,47,70066,526341,212,105392993,52,13886580,Solo Chicas
Howto,GB,"Sep 16th, 2010",$3.4K - $54.6K,$41K - $655.7K,B+,-32,85521,1605874,400,223229640,-20,13660080,Raphael Gomes
Howto,JP,"Jul 8th, 2007",$3.2K - $51.3K,$38.4K - $615K,B+,-78,14511,854728,6875,628491570,12,12813450,876TV
Howto,US,"May 30th, 2012",$3.8K - $60.3K,$45.2K - $723.6K,B+,-14,90817,2396110,543,369990878,-11,15074910,Creative Channel
Howto,US,"Dec 8th, 2015",$3.5K - $55.2K,$41.4K - $662.7K,B+,-3,80694,1446949,279,239010955,8,13806060,Madras Samayal
Howto,TR,"Dec 20th, 2014",$3.6K - $58.1K,$43.6K - $697.8K,B+,-5,42560,1229783,58,327815682,0,14536710,Life Master
Howto,AZ,"Aug 31st, 2015",$4.2K - $67.9K,$50.9K - $814.9K,B+,-31,52957,278426,683,72646703,29,16976850,Resul Abbasov Official
Howto,BR,"Jun 19th, 2018",$3.7K - $59.2K,$44.4K - $710.4K,B+,-30,123681,300821,145,37221192,-21,14799270,Drygo シ
Howto,US,"Sep 22nd, 2005",$1.6K - $25.4K,$19.1K - $305.3K,B+,629,444,10885,23,31384165,867,6361020,clear
Howto,,"Nov 2nd, 2016",$3.5K - $56.6K,$42.5K - $679.3K,B+,29,47278,352316,1344,97474478,48,14151180,easy rangoli designs
Howto,AR,"Mar 14th, 2016",$3.2K - $50.9K,$38.2K - $610.5K,B+,31,129820,2482188,1949,330122468,35,12719100,Vida Salud y Bienestar
Howto,US,"Feb 20th, 2015",$4.4K - $71K,$53.3K - $852.1K,B+,,0,9966,358,23444792,267,17752380,Viral Bits
Howto,KR,"Sep 24th, 2016",$24.7K - $394.5K,$295.9K - $4.7M,B+,-39,329800,4973575,340,1304407911,-38,98631000,Rainbow ToyTocToc
Howto,IN,"Jun 6th, 2012",$3.6K - $57.5K,$43.1K - $689.7K,B+,-4,150564,3301025,3884,417427815,5,14369310,Pooja Luthra
Howto,ID,"Aug 31st, 2010",$3.3K - $52.4K,$39.3K - $629K,B+,9,173223,1433767,74,175727000,31,13103880,Rizky Riplay
Howto,GB,"Dec 24th, 2015",$2.9K - $46.1K,$34.6K - $552.8K,B+,-36,35494,570708,264,135767254,-3,11516730,Apollo
Howto,ES,"Aug 4th, 2015",$3.3K - $52.5K,$39.3K - $629.6K,B+,-4,45963,801633,330,240191450,18,13116060,Juegos y Juguetes en Familia
Howto,US,"Feb 27th, 2016",$2K - $32.2K,$24.1K - $386.1K,B+,459,87977,237054,228,22420391,303,8043300,Fowler's Makery and Mischief
Howto,US,"Nov 5th, 2012",$3.2K - $51.2K,$38.4K - $614K,B+,31,13612,399665,339141,455520868,16,12791850,Emma Saying
Howto,VN,"Jun 4th, 2015",$3.4K - $53.6K,$40.2K - $643.7K,B+,26,64669,1008821,593,279919563,49,13409820,Kênh Sáng Tạo .COM
Howto,US,"Nov 8th, 2016",$1.4K - $21.8K,$16.4K - $261.9K,B+,163,50966,88721,159,12676170,71,5455230,Food & Cake Art Decorating
Howto,US,"Feb 19th, 2009",$3.4K - $54.8K,$41.1K - $657.9K,B+,42,41880,394658,5366,186370417,51,13706760,ehowhealth
Howto,US,"Oct 24th, 2012",$3.7K - $59.9K,$45K - $719.4K,B+,-13,34954,444164,1280,164202316,-6,14986470,Facedrawer - How to Draw
Howto,JP,"Jan 3rd, 2013",$3.1K - $50.1K,$37.6K - $601.7K,B+,79,92725,729687,580,78333417,79,12535320,メンタリスト DaiGo
Howto,MX,"Sep 20th, 2009",$3.6K - $57.3K,$43K - $687.4K,B+,25,263498,23286095,588,2359145845,-7,14321400,Yuya
Howto,IN,"Nov 4th, 2016",$3.7K - $58.5K,$43.9K - $702.6K,B+,-14,63133,1286196,2224,307290548,89,14636970,Natural HealthCare
Howto,,"Dec 2nd, 2016",$4.1K - $65.3K,$49K - $783.9K,B+,-3,313257,5596933,135,311047406,-5,16331160,Homemade solutions
Howto,US,"Jul 2nd, 2013",$4.2K - $67K,$50.2K - $803.6K,B+,23,61840,1075256,361,356825885,20,16741740,LHack TV
Howto,,"Jul 10th, 2011",$3.9K - $62.2K,$46.6K - $746.1K,B+,-15,118556,708119,164,122617758,-24,15543360,Yummy Cake
Howto,US,"Feb 2nd, 2009",$3.9K - $62.1K,$46.6K - $745.2K,B+,14,106047,3875918,2138,475133994,28,15524550,Bodybuilding.com
Howto,US,"Jun 30th, 2013",$2.4K - $38.1K,$28.6K - $457K,B+,362,99710,476660,281,44669848,205,9520860,Makeupbypita
Howto,US,"Apr 18th, 2006",$3.9K - $61.8K,$46.4K - $741.8K,B+,15,70796,1344587,1410,256092732,36,15453660,Eater
Howto,IE,"Jan 23rd, 2014",$3.4K - $54.2K,$40.7K - $650.7K,B+,122,87378,2485086,239,354603431,61,13556460,Стася Мар
Howto,MX,"Feb 28th, 2016",$3.9K - $62.4K,$46.8K - $748.4K,B+,7,67173,1352865,327,241480508,19,15591150,Voz BLuna
Howto,US,"Dec 14th, 2010",$3.2K - $51.6K,$38.7K - $619.3K,B+,18,22682,140540,1139,76263301,99,12902640,Meebles Sporella
Howto,TH,"Jul 18th, 2016",$3.7K - $59.2K,$44.4K - $710.1K,B+,-16,79395,2291304,235,395122193,3,14792730,Epic Toys
Howto,US,"Feb 29th, 2012",$4.6K - $74.4K,$55.8K - $892.3K,B+,,0,0,120,92319629,5,18590160,Miss DegrEE
Howto,JP,"Jun 6th, 2016",$4.3K - $69.5K,$52.1K - $833.8K,B+,-21,17012,319838,127,162947920,4,17371140,ibisPaint
Howto,IN,"Sep 25th, 2016",$3.8K - $60.7K,$45.5K - $728K,B+,42,91264,1987905,742,331503900,40,15165960,Artkala
Howto,MX,"Apr 3rd, 2013",$4.1K - $65.6K,$49.2K - $786.7K,B+,41,158750,8718061,243,867279664,41,16388790,HellomaphieMX
Howto,US,"Feb 15th, 2013",$3.4K - $55K,$41.3K - $660.4K,B+,4,110446,1766257,286,149595971,18,0,Mia Maples
Howto,JP,"Apr 9th, 2012",$3.2K - $51.1K,$38.3K - $613.6K,B+,27,775,48986,189,327141136,6,12783270,SK-II Japan
Howto,ID,"Aug 27th, 2012",$4.1K - $65.2K,$48.9K - $782.2K,B+,1,14944,31825,109,67540296,201,16295940,MAKE OVER
Howto,IN,"Aug 16th, 2014",$5K - $79.7K,$59.7K - $955.9K,B+,0,105541,854364,94,118725554,21,19913640,Veg Village Food
Howto,US,"Dec 28th, 2010",$3.7K - $59.1K,$44.3K - $709K,B+,-715,25343,1941652,1651,1145206210,52,14770020,MyFroggyStuff
Howto,KR,"Feb 21st, 2008",$3.8K - $60.6K,$45.4K - $727K,B+,21,49263,776397,81,269107475,38,15145110,Imaginative Guy
Howto,IN,"Jul 15th, 2017",$4.5K - $71.6K,$53.7K - $858.8K,B+,27,44265,570898,395,163213818,38,17891910,villfood
Howto,US,"Apr 30th, 2017",$2.7K - $42.9K,$32.2K - $514.7K,B+,12,48103,192681,404,33866031,97,10722300,Thoob haam
Howto,US,"Oct 5th, 2017",$4K - $64.5K,$48.4K - $774.4K,B+,194,60046,87462,112,20693305,185,16132650,Hidden Room
Howto,EG,"Jan 23rd, 2017",$4.8K - $77K,$57.8K - $924.5K,B+,18,152769,2132072,1870,225703639,17,19260030,برنامج هي وبس
Howto,BR,"Jul 20th, 2014",$3.7K - $59.2K,$44.4K - $710.1K,B+,49,117270,7232159,741,663963502,92,14793960,Kim RosaCuca
Howto,US,"Jun 3rd, 2007",$4.5K - $71.8K,$53.8K - $861.1K,B+,14,60131,1690131,1537,345242404,1,17939040,Refinery29
Howto,JP,"Dec 22nd, 2017",$3.9K - $62.3K,$46.7K - $747.4K,B+,42,59682,305378,110,59517414,85,15570270,Modern World
Howto,US,"Jul 12th, 2018",$4.5K - $72.1K,$54.1K - $865K,B+,0,63237,413950,755,92306025,21,18021840,5 분 Tricks
Howto,IN,"Jun 13th, 2014",$4.2K - $66.6K,$50K - $799.8K,B+,298,53325,93044,219,27753399,362,16661970,Sri Rangoli
Howto,US,"Nov 23rd, 2008",$4.4K - $69.8K,$52.4K - $837.8K,B+,105,167393,2371642,2169,306017890,79,17454270,Dr. Eric Berg DC
Howto,CA,"Nov 7th, 2007",$0 - $0,$0 - $0,D-,,0,75048,13,67750780,-86,-49004400,MLP Cartoon TV 2
Howto,RU,"Mar 11th, 2010",$4.3K - $68.5K,$51.4K - $822.6K,B+,21,69057,3243515,992,886661882,-20,17136630,oblomoff
Howto,US,"Jul 6th, 2008",$4.9K - $78.8K,$59.1K - $945.6K,B+,55,104989,4769110,964,656022212,41,19699530,alpha m.
Howto,IN,"Dec 14th, 2013",$3.7K - $59.3K,$44.5K - $711.6K,B+,29,149943,4081923,345,368951158,34,14824500,SHORT TIME SECRET
Howto,PL,"Nov 4th, 2018",$3.4K - $55.2K,$41.4K - $662.4K,B+,187,75081,104480,51,16774903,423,13799040,TroomTroom PL
Howto,PL,"Dec 2nd, 2016",$4.6K - $73.3K,$55K - $879.4K,B+,94,13421,194324,2147,237699079,85,18320730,TVN Style
Howto,US,"Mar 14th, 2016",$5.5K - $88.4K,$66.3K - $1.1M,B+,75,59522,725955,165,328228135,55,22112220,Little Toys TV
Howto,PK,"Aug 5th, 2015",$3.7K - $59.7K,$44.8K - $716.6K,B+,,105187,105187,43,27912610,183,14929440,Saeed Khan Afridi
Howto,,"Oct 14th, 2016",$4.7K - $75.1K,$56.3K - $901K,B+,29,86762,2591499,302,594324008,11,18770490,Mini Gear
Howto,IN,"Oct 7th, 2014",$5K - $79.5K,$59.6K - $953.8K,B+,4,156614,4177281,596,656754095,17,19870170,Kabita's Kitchen
Howto,MX,"May 31st, 2011",$3.7K - $59.3K,$44.5K - $712K,B+,14,2684,157103,439,121497069,-7,14833590,The Home Depot México
Howto,US,"Nov 27th, 2014",$4.9K - $77.7K,$58.2K - $931.9K,B+,-6,100728,2591299,378,366457368,4,19415490,Afinka
Howto,US,"Dec 16th, 2017",$4.2K - $66.7K,$50K - $800.1K,B+,,0,2977,177,24171998,154,16668390,World Effective Home Remedies
Howto,JP,"Jan 16th, 2018",$5.5K - $88.5K,$66.3K - $1.1M,B+,-6,55905,779414,1259,279543547,19,22114890,ブライトサイド | Bright Side Japan
Howto,TH,"Jan 29th, 2015",$3.9K - $62.9K,$47.2K - $754.7K,B+,140,120715,890353,573,126823516,129,15722430,555INFINITY
Howto,IN,"Jan 3rd, 2017",$5.4K - $86.8K,$65.1K - $1M,B+,64,65464,583468,1562,182292174,116,21693600,simple rangoli
Howto,PH,"Mar 29th, 2012",$3.6K - $58.3K,$43.7K - $699.2K,B+,-93,764,76608,432,149289321,19,14566440,Lazada Philippines
Howto,US,"Dec 10th, 2016",$3.8K - $60.9K,$45.7K - $731.2K,B+,3,15125,29562,92,18404747,13,15234270,Body Massage
Howto,IN,"Aug 10th, 2012",$3.3K - $53.3K,$39.9K - $639.1K,B+,181,2894,125648,177,159373445,77,13313550,TresemmeIndia
Howto,US,"Jan 4th, 2017",$5.6K - $89.6K,$67.2K - $1.1M,B+,21,152219,1446805,746,261841942,26,22387710,Bloveslife
Howto,GB,"Jun 24th, 2010",$5.5K - $87.3K,$65.5K - $1M,B+,-14,9623,178173,86,311164706,-10,21823710,Headspace
